Book;Page;Unique Slug;Store;Name;Members;Description;SlugScript;"For Normal item -> SUBSTITUE(MINUSCULE(CONCATENER(A2;"" "";E2));"" "";""-"")
Sometimes it can happen to get two items with the same slug, just add ""-1""
For Weapon fusion we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-fusion-"";E2));"" "";""-"")
For Armor upgrade we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-armor-upgrade-"";E2));"" "";""-"")"
AR;52;ar-graviton-pistol;Weapon;Graviton Pistol;;Many security forces and peacekeepers employ graviton pistols, since these weapons deal no damage but instead push or pull a target. Long rods running in parallel lines form a barrel-like structure that makes such a pistol easy to identify. The available models of graviton pistols start at linear, with vector, tensor, and chiral models are able to move a target increasing distances.;ar-graviton-pistol;
AR;52;ar-greataxe;Weapon;Greataxe;;No one can argue against the damage potential of a greataxe. Half-orcs who take an interest in fragmentary records from lost Golarion embrace the greataxe as a cultural symbol. Tactical greataxes are the most common, but sintered models are made of dense ceramic and designed to increase the axe’s effectiveness against modern gear. It’s hard to tell ultrathin greataxes from molecular rift models at a glance, but one’s edge is merely blurry while the other’s is actually translucent.;ar-greataxe;
AR;54;ar-grooved-shuriken;Weapon;Grooved Shuriken;;Shuriken are bladed thrown weapons most common in the carbonedge form kasathas favor. However, these weapons are versatile and come in various forms for improved cutting power or specialized use. Additionally, the size of shuriken makes them easy to hide and carry. They are ideal for hit-and-run attacks and situations where it might not be prudent to retrieve a thrown weapon. Fine channels crisscross the surface of a grooved shuriken. When an injectable substance is applied to the shuriken, it gathers in these channels and surface tension holds it in place. The grooves allow injection delivery without a specialized mechanism. Each shuriken holds a single dose of a drug, poison, or medicinal.;ar-grooved-shuriken;
AR;63;ar-fusion-guarded;WeaponFusion;GUARDED;;The guarded fusion guides timing so that ranged attacks don’t leave the wielder vulnerable. When you make a ranged attack using a weapon with this fusion, your attack does not provoke an attack of opportunity. The guarded fusion does not prevent attacks of opportunity provoked for any reason other than making a ranged attack. Only ranged and thrown weapons can benefit from this fusion.;ar-fusion-guarded;
AR;38;ar-gulchgun;Weapon;Gulchgun;;"Gulchguns are a feat of fearless ysoki tinkering; the rifles use scattergun shells as ammunition but detonate them entirely within the rifle’s internal chambers, instead firing a tongue of flame, accompanied by tremendous noise. The technology of the gulchgun eventually developed into the shorter and more stable shellgun, but ysoki purists and desperate buyers alike keep the market for these weapons alive.";ar-gulchgun;
AR;34;ar-hail-pistol;Weapon;Hail Pistol;;A hail pistol includes a chamber behind the barrel that circulates supercooled vapor and causes it to coalesce into razor-edged shards of ice that leave foes with rime-edged bleeding wounds. Subzero, gelid, ultracold, and absolute-zero hail pistols each produce progressively larger and more jagged shards.;ar-hail-pistol;
AR;35;ar-hailcannon;Weapon;Hailcannon;;"Hailcannons use a complex integrated coolant system to generate staggering barrages of ice. Unlike with many cryo weapons, the hailcannon’s prolific output and
massive barrel allow the weapon to be fired in automatic mode, which can overwhelm targets. Subzero hailcannons are the standard model, and the increasing damage capacity of gelid, ultracold,
absolute-zero, and clathrate hailcannons proves attractive to many who swear by such weapons.
";ar-hailcannon;
AR;52;ar-handaxe;Weapon;Handaxe;;A balanced, wedge-shaped blade affixed to a lightweight haft, a handaxe can be wielded in melee or thrown. The flexibility of handaxes makes them a favorite of explorers of all types, and the basic handaxe is a common tool that can be used as a weapon. A tactical handaxe is made of a stronger, lightweight alloy, while the sintered handaxe uses a denser ceramic material for added heft and a much keener edge. An ultrathin handaxe has a blade so thin it can’t be seen clearly, while the molecular rift handaxe has a blade narrow enough to slice between molecules. Most handaxes have blade covers to prevent accidental injury to the wielder.;ar-handaxe;
AR;44;ar-handcannon;Weapon;Handcannon;;Handcannons are popular with those who want to impress or intimidate their foes through the sheer presence of their armament without having to invest in the training required to master longarms or heavy weaponry. Its oversized barrel and muzzle are somewhat precariously balanced on a one-handed grip, though most wielders use both hands to make the weapon more manageable in combat situations. The various model names of this weapon—bravado, swagger, bombast, braggadocio, and gasconade—were originally facetious references to the character of those who tend to favor them, though many users embrace the names unironically.;ar-handcannon;
AR;45;ar-handcoil;Weapon;Handcoil;;An ultraminiaturized version of the coilguns used on starships, this weapon has a short range but a powerful effect. Some of the first versions were produced by starship manufacturers and were accompanied by a promotional campaign suggesting that a starship’s crew should match the starship itself, complete with flight suits to match a given ship’s paint job. Most manufacturers still use the model classification set forth in those early campaigns: explorer, fighter, pilot, and capital handcoils.;ar-handcoil;
AR;39;ar-holy-water-grenade;BattleWare;Holy Water Grenade;;Produced by priests of good-aligned deities, holy water grenades explode with a spray of consecrated water that harms undead creatures and evil outsiders while leaving other creatures and objects merely damp. This typically isn’t enough water to damage computers or other electronic or technological items.;ar-holy-water-grenade;
AR;52;ar-hook-knife;Weapon;Hook Knife;;Slightly longer than a survival knife, a hook knife features a wicked barb along the blade’s back edge and deals vicious wounds to enemies when wielded effectively. The drow invented the hook knife, but the weapon is a favorite among cruel mercenaries and other unsavory types.;ar-hook-knife;
AR;52;ar-hook-sword;Weapon;Hook Sword;;A larger cousin of the hook knife, the hook sword is a longsword with a pronounced hook at one edge of the blade’s tip. This barb not only deals gouging wounds, but it can also be used to trip an unwary foe. The drow invented the hook sword based on their design for the hook knife, but the weapon can be found all over the galaxy in the hands of brutal fighters.;ar-hook-sword;
AR;42;ar-hydra-cannon;Weapon;Hydra Cannon;;Rather than firing a single burst of plasma, a hydra cannon generates countless discrete plasma filaments that spread outward in a pattern reminiscent of crawling serpents. The spread of these filaments can be somewhat controlled, allowing a proficient user to avoid hitting a limited number of creatures within the weapon’s area of effect. Python-series hydra cannons offer the least control, while viper-series, asp-series, and cobra- series hydra cannons offer increasingly fine-tuned control over their target areas.;ar-hydra-cannon;
AR;35;ar-ice-carbine;Weapon;Ice Carbine;;Rather than relying on coolant to produce supercooled gas, an ice carbine pumps heat out of large vents integrated in the weapon’s stock and uses the temperature change to produce brittle, razor-sharp shards of ice in the chamber. This design allows it to either fire a short, targeted shot or spray a hailstorm of piercing needles at a group of foes. The heat- exchange technology used in these weapons is common on Verces, where it’s used for many purposes, making it relatively easy to find them in the Pact Worlds, from the subzero models (often built in illicit basement labs) to absolute-zero ice carbines, which are the best in the Pact Worlds. Gelid and ultracold ice carbines improve on the subzero version’s technology and overall power.;ar-ice-carbine;
AR;35;ar-ice-launcher;Weapon;Ice Launcher;;A decidedly unsubtle weapon, an ice launcher fires a huge block of ice at an opponent. The weapon is heavy and slow to fire, but the weight of the supercooled ice can knock an opponent to the ground and deal extensive cold damage. Aufeis and iceberg launchers produce small enough quantities of ice that it can be stored in the weapon’s square barrel, sometimes making them appear more like bulky appliance than weapons. The more complex floe, glacier, and icecap ice launchers generate a large amount of ice in front of the barrel proper, steadying the mass with clawed protrusions before firing.;ar-ice-launcher;
AR;35;ar-ice-needle;Weapon;Ice Needle;;This handheld melee weapon appears to be nothing more than a handle with a slot in one end. Once a vial of an injectable substance is inserted into this slot, the ice needle forms a slender spike of ice around that liquid core, allowing you to inject the substance into a foe with a virtually untraceable weapon. Undercover and furtive ice needles are often used primarily for their injecting capabilities, while artifice, espionage, and subterfuge ice needles deal significant damage along with the injection.;ar-ice-needle;
AR;35;ar-icestar-staff;Weapon;Icestar Staff;;An icestar staff is an homage to the planet of Verces, where shirren immigrants making their first Pact Worlds home developed the weapon. One end of this staff glows with heat, while the other end shimmers with frost, offering the wielder the choice of which to use for each strike—a particular treat for its shirren creators. Icestar staves come in defender, seeker, warrior, drifter, and leader models.;ar-icestar-staff;
AR;38;ar-igniter;Weapon;Igniter;;An igniter has a deep-red crystal rod in place of a typical longarm barrel. This crystal focuses infrared light on a distant foe, causing the target to burst into flames. Assassins and drow in particular often favor the weapon due to its absence of any visible discharge. Ember, blaze, inferno, and solar flare igniters are common in many places.;ar-igniter;
AR;40;ar-infinity-rifle;Weapon;Infinity Rifle;;"Infinity rifles take their name from their shape, two conjoined rings similar to an infinity symbol with twin muzzles along the outer edge of one ring. The two rings contain a twisted loop of fiber-optic cabling that channels the laser beam; adding more energy to the loop results in a more powerful blast. These weapons were first introduced to the Pact Worlds by skittermanders (Starfinder Alien Archive 106), though their current nomenclature (tactical, advanced, elite, and paragon) was imposed by other weapons manufacturers.";ar-infinity-rifle;
AR;68;ar-inheritor’s-grace;Armor;Inheritor’s Grace;;"When first commissioned by the Church of Iomedae, this heavy armor was dubbed Armor of the Inheritor Ascendant. This cumbersome mouthful was
soon supplanted by the tongue-and-cheek nickname “Inheritor’s grace,” as “by her grace, we are protected.” Now only the dourest of Iomedae’s church refer to her armor by its proper title. Each suit of Inheritor’s grace armor constructed by the church receives blessings as part of its construction, though otherwise identical knock-offs and officially licensed suits also exist. The armor is extremely common among worshipers of Iomedae and Knights of Golarion, but it is also worn by those with no connection to her faith.
The base model of Inheritor’s grace makes use of lightweight alloy plates backed by energy-dissipating padding. More expensive models use heavier alloys and preserve mobility through reaction-feedback enhancements at each joint. A typical suit protects the wearer’s head with a projected force field for better visibility and a more commanding presence, but some eschew this in favor of battle helmets designed with an aesthetic similar to ancient helms.
";ar-inheritor’s-grace;
AR;44;ar-injector-pistol;Weapon;Injector Pistol;;"Manufacturers worked to the specifications of xenobiologists to design and produce these firearms, which use magnetic fields to accelerate darts loaded with various substances for injection into the target. They do so far less gently than the smaller needler pistol, however, and they have become a popular tool for poisoners, slavers, and others with less scientific intentions. Medic and zoologist injector pistols are often used by xenobiologists studying unintelligent species; poacher, subjugation, and elite injector pistols are generally regarded as illicit since they more often used to target sentient species, though most markets nevertheless carry the weapons.";ar-injector-pistol;
AR;63;ar-fusion-inspiring;WeaponFusion;INSPIRING;;The inspiring fusion imbues a weapon with hope. When you score a critical hit using a weapon with the inspiring fusion, you and all allies within 60 feet gain a +2 morale bonus to saving throws against attacks, effects, and spells from the target of your attack for 1 minute. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or the inspiring effect.;ar-fusion-inspiring;
AR;50;ar-interference-blade;Weapon;Interference Blade;;The grip of an interference blade contains sonic projectors that emit specific ultrasonic frequencies, overlapping the sound waves until they become a physical edge. When you swing the weapon, this blade is visible as a blurred, translucent line. Monophonic interference blades generate a single pitch. Harmonic models use several pitches that amplify one another. A polyphonic blade projects variable frequencies, while a multiphonic version combines several frequencies in a single edge.;ar-interference-blade;
AR;64;ar-fusion-invigorating;WeaponFusion;INVIGORATING;;The invigorating fusion fills its wielder with vigor when defeating foes. After making a successful attack with this weapon that drops a foe (by killing it or rendering it unconscious), you feel a rush of energy that eliminates the fatigued condition and reduces exhaustion to fatigue. If you were neither exhausted nor fatigued, you instead gain a +3 morale bonus to Strength-, Dexterity- and Constitution-based ability checks and skill checks, and you gain a +10 enhancement bonus to your speed for all of your modes of movement until the end of your next turn.;ar-fusion-invigorating;
AR;45;ar-ionizer;Weapon;Ionizer;;The ionizer’s beam ionizes a path to its target, which serves as a route for the ensuing electric charge. There are several different elemental ions used in constructing ionizers, with the strength of the output based on the metal used. The most common are cupric, ferric, chromic, and stannic ionizers. Generally, the weapon’s hardware is stored in two upgrade slots of a piece of armor, while a connected wand-like barrel extends from an extremity. Aballon’s anacites designed the first ionizers, but they have long since spread throughout the Pact Worlds and beyond.;ar-ionizer;
AR;75;ar-ironclad-bulwark;PowArmor;Ironclad Bulwark;;This heavy suit of reinforced metal and polymer powered armor provides superior protection at the expense of mobility. It can mount melee weapons in its weapon slots, rather than only ranged weapons.;ar-ironclad-bulwark;
AR;38;ar-junk-censer;Weapon;Junk Censer;;"A chain, cable, or other cord connects the long handle of this weapon to a perforated or grated container that is filled with exceptionally volatile compounds. Few are foolish enough to use such a weapon, so there’s been little advancement on its design, but many space goblins use junk censers with reckless and even gleeful abandon. While it is most often wielded in melee, the junk censer can also be thrown at an enemy. Like many cobbled-together weapons, a junk censer is unstable; on an attack roll of a natural 1, it deals its regular damage to the user and gains the broken condition.";ar-junk-censer;
AR;70;ar-kalo-encounter-suit;Armor;Kalo Encounter Suit;;"When they first ventured beyond the frigid seas of Kalo- Mahoi, the kalo brought the waters of their moon with them in specially engineered suits. The kalo encounter suit represents the latest evolution of that design—a portable ocean that keeps the kalo at the near- freezing temperatures they prefer. The suit’s
air supply doubles as ballast to keep the wearer neutrally buoyant in water despite the armor’s weight, and the idiomatic design accommodates and protects the kalo’s swimming membranes. While the armor can be adapted to circulate water instead of air, kalos prefer their comfort
of their own technology. Similarly, the filters and seals of kalo encounter suits can be adapted to the needs of air breathers, although such suits tend to accumulate excess moisture and develop mold or mildew.
";ar-kalo-encounter-suit;
AR;75;ar-kyton-bloodsuit-(hybrid);PowArmor;Kyton Bloodsuit (hybrid);;This union of chains, metal plates, and magically solidified blood has a brutally functional appearance. Designed in cooperation with the pain-loving kytons of the Shadow Plane, kyton bloodsuits include clusters of blades and needles on the inside of the armor that shift about, seeking to pierce the wearer’s skin. The armor deals 1d4 damage to you each minute of operation (whenever the armor uses a charge). When you take this damage, you can spend 1 Resolve Point as a reaction to restore 5 charges to the kyton bloodsuit, but you can’t restore more charges than it actually holds.;ar-kyton-bloodsuit-(hybrid);
AR;52;ar-lance;Weapon;Lance;;A lance is a long, heavy spear designed for use while riding a mount. While mounted or riding a cycle, you can wield a lance with one hand. This weapon is common across the Pact Worlds. Traditionally used by shotalashu warriors riding saurian mounts in the jungles of Castrovel and bonded ryphorian and dragonkin partners of Triaxus, lances are also known to have been common weapons on lost Golarion. Modern wielders use lances while mounted or driving open vehicles, such as cycle-riding raiders like the Vercite Rustrunners. Tactical lances are straightforward and widely available, while advanced lances are made of strong composites and have fine points to deal more damage. Elite lances have superfine points, and each has a particularly dense core for a more powerful strike. Paragon lances have been entirely redesigned using dense, flexible materials and an ultrathin point to achieve incomparable performance.;ar-lance;
AR;70;ar-lashunta-mind-mail;Armor;Lashunta Mind Mail;;"Each link in a suit of mind mail is a nanotechnological marvel: a psychically active circuit reactive to the thoughts of its wearer. When donned, mind mail floats just above the skin and alternates between rigidity and supple motion in response to its wearer’s thoughts and movement, with hundreds of tiny force fields filling the gaps between links as needed. The mail covers the entire body except for the face. The coif retracts into the collar at a mental command, and the mesh gloves likewise unlink and recede into the sleeves when a delicate touch is required. Mind mail offers a comfortable alternative to
climate control in tropical environs such as Castrovel, as the armor does not make direct contact with the body and the open mesh provides ample airflow. The wearers of mind mail often personalize their armor with intricate designs woven with varicolored metals into the pattern of the mail. These designs can be altered with an Engineering check at the same DC as a check for adjusting armor (Core Rulebook 196).";ar-lashunta-mind-mail;
AR;40;ar-lens-pistol;Weapon;Lens Pistol;;The lenses of this laser pistol reconfigure themselves for optimal focus between every shot, resulting in a more powerfully focused laser at a slower rate of fire. Cylindrical lens pistols and lenticular lens pistols focus their lasers using specially shaped lenses, while electron lens pistols and sunglass lens pistols are made of rarer materials and incorporate fine electronics.;ar-lens-pistol;
AR;45;ar-lightning-pistol;Weapon;Lightning Pistol;;When fired, this weapon erupts with a long, crackling bolt of electricity reminiscent of lightning. Sheet lightning pistols and ribbon lightning pistols are relatively common, but rocket and smooth-channel lightning pistols typically require a special license to carry legally.;ar-lightning-pistol;
AR;64;ar-fusion-limning;WeaponFusion;LIMNING;;"Successful attacks with a weapon with the limning fusion surround the target with a glowing aura.
For 1 round after you successfully attack a single creature with your weapon, it is surrounded by a pale glow that reveals its location. While so illuminated, the creature takes a –20 penalty to Stealth
checks and does not benefit from concealment provided by
darkness, invisibility, smoke, and similar effects. However, displacement and other effects that shift location entirely are not negated. The light is too dim to harm creatures vulnerable to light and does not serve to illuminate anything but
the creature affected by limning. Limning weapons create glows in a variety of hues, and some even bestow a variety of colors. The limning fusion has no effect on attacks that affect multiple foes.";ar-fusion-limning;
AR;52;ar-living-lash;Weapon;Living Lash;;"A living lash is grown from a network of filaments closely related to neural fibers, and it remains biologically active after its creation. This living connection to neurophysiology makes the weapon easy to manipulate using telepathy, but it’s difficult to wield without such abilities. These weapons are common only on worlds with telepathic species.
 
";ar-living-lash;
AR;53;ar-living-staff;Weapon;Living Staff;;Xenodruids developed the living staff, a gnarled and vine- swathed pole, to use as a weapon and a sign of their allegiance. The staff itself can extend, and the vines can wrap around and entangle a target. Xenodruids on sentinel duty favor the tactical and advanced models. The elite and paragon models are more common among highly skilled warrior-mystics undertaking assault missions.;ar-living-staff;
AR;38;ar-magma-blade;Weapon;Magma Blade;;Though this sturdy sword appears to be made of stone when inactive, once powered the blade cracks and melts into a glowing bar of magma held in place by magnetic fields. The incredible heat inflicts grievous injuries on targets. Rhyolite magma blades are the most affordable model, andesite and basalt magma blades have increased intensity, and the formidable plagioclase magma blade is the most dangerous.;ar-magma-blade;
AR;64;ar-fusion-malediction;WeaponFusion;MALEDICTION;;Once per day when you successfully attack a foe with a weapon with the malediction fusion, as a reaction you can cast bestow curse on the target as a spell-like ability (using the weapon’s item level as the caster level). This does not provoke an attack of opportunity. If the weapon with this fusion has an item level of 14 or higher you may use this ability twice per day, and if it has an item level of 19 or higher you may use this ability three times per day. A weapon cannot have the malediction fusion if it also has either the holy or merciful weapon fusions.;ar-fusion-malediction;
AR;53;ar-maul;Weapon;Maul;;Outsized hammers, mauls are valued for their intimidation factor and effectiveness in battle. A tactical maul is as much an instrument for hammering posts into the ground as a weapon. Advanced mauls include dense, heavy cores to deliver a more forceful blow. Elite mauls and paragon mauls are designed and manufactured more for war than labor, although the weapons can be used as tools.;ar-maul;
AR;64;ar-fusion-menacing;WeaponFusion;MENACING;;A weapon with the menacing fusion aggressively pushes against your foe’s guard, making way for other attackers. When you hit an enemy with a melee attack using a menacing weapon, that enemy is considered flanked for all other melee attackers until the start of your next turn. This weapon fusion does not provide any benefit to your own attacks. Only melee weapons can benefit from the menacing fusion.;ar-fusion-menacing;
AR;38;ar-meteor-glaive;Weapon;Meteor Glaive;;The glaive is an ancient weapon, originally developed for use by and against mounted warriors. The meteor glaive is the Skyfire Legion’s update on the original design, incorporating a petrol tank near the base of the slightly curved blade and relying on a long shaft to keep the wielder at a safe distance. Meteor glaives are classified into tactical, advanced, elite, and paragon models.;ar-meteor-glaive;
AR;42;ar-microfusion-rifle;Weapon;Microfusion Rifle;;The microfusion rifle is built around a bulbous miniaturized fusion reactor. Plasma is generated and placed under incredible pressure in the reactor before being vented in a sudden blast that sometimes carries dangerous levels of radiation. The sparse shielding on light microfusion rifles often results in the users incurring radiation poisoning, so they tend to be used by undertrained militias that can’t afford (or lack the judgment to use) safer heavy weapons. Medium and heavy microfusion rifles are built with larger reactors, which prove more dangerous to their users and targets alike.;ar-microfusion-rifle;
AR;54;ar-microserrated-shuriken;Weapon;Microserrated Shuriken;;Shuriken are bladed thrown weapons most common in the carbonedge form kasathas favor. However, these weapons are versatile and come in various forms for improved cutting power or specialized use. Additionally, the size of shuriken makes them easy to hide and carry. They are ideal for hit-and-run attacks and situations where it might not be prudent to retrieve a thrown weapon. This is like the carbonedge variety, but has microserrated edges to slice into targets better.;ar-microserrated-shuriken;
AR;64;ar-fusion-mind-rending;WeaponFusion;MIND RENDING;;"Scoring a critical hit with a weapon with the mind rending fusion damages the psyche of the creature struck. The target can negate this effect with a successful Will save; otherwise, roll on the Psychic Trauma table to determine how the target creature is affected. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or a psychic trauma. Psychic trauma is a mind- affecting effect. While each psychic trauma exploits a potential neurosis, the trauma does not cause actual insanity. The effects of psychic trauma can be removed with the remove affliction spell (DC = 15 + half the item level of the mind rending weapon).

<div class=""row"">
<div class=""col-12"">PSYCHIC TRAUMA</div>
<div class=""col-4"">1–5</div><div class=""col-2"">Anxiety</div><div class=""col-6""> Shaken 1d4 rounds</div>
<div class=""col-4"">6–9</div><div class=""col-2"">Indecision</div><div class=""col-6""> Staggered 1d4 rounds</div>
<div class=""col-4"">10–12</div><div class=""col-2"">Dementia</div><div class=""col-6""> Confused 1 round</div>
<div class=""col-4"">13–14</div><div class=""col-2"">Amnesia</div><div class=""col-6""> –5 penalty to all skill checks to recall knowledge for 24 hours.</div>
<div class=""col-4"">15–16</div><div class=""col-2"">Paranoia</div><div class=""col-6""> Not treated as an ally and can’t treat any other character as an ally for 24 hours</div>
<div class=""col-4"">17–18</div><div class=""col-2"">Despair</div><div class=""col-6""> –2 penalty to attack rolls and saving throws for 24 hours</div>
<div class=""col-4"">19–20</div><div class=""col-2"">Phobia</div><div class=""col-6""> Panicked 1 round</div>
</div>
";ar-fusion-mind-rending;
AR;53;ar-minelayer;Weapon;Minelayer;;A specialized form of grenade launcher, a minelayer surrounds its ordnance with a cushioning magnetic field. Grenades must be loaded into a minelayer individually, and a user can decide which grenade to fire with each shot. A merc minelayer holds up to 8 grenades at once, a squad model holds 12, a platoon version can carry up to 16, and the command minelayer can hold an impressive 20 grenades.;ar-minelayer;
AR;70;ar-mining-jack;Armor;Mining Jack;;"Asteroid miners wear mining jacks for both life support and protection against the hazards of vacuum mining. As they are designed for use in low and zero gravity, the jacks are quite bulky, with alloys chosen for strength and durability rather than weight. Because miners often spend the entire day in a vacuum, mining jacks have storage compartments accessible within the armor. The breastplate of a mining jack can expand outward without being removed, allowing the wearer a modest amount of space to pull her arms inside and enjoy a beverage or meal. Each suit includes a pair of miniature airlocks that allow safe transfer of small objects from outside to inside the suit as a full action. A pair
of mining jacks can even link locks to trade gear without exposing the item or either wearer to vacuum. The first mining jacks were dwarven designs, but their ingenious design and utility have made them popular throughout the Diaspora.";ar-mining-jack;
AR;38;ar-mirage-dagger;Weapon;Mirage Dagger;;"The mirage dagger is an elegant one-handed blade that expels an aura of superheated air that causes visible distortions in the air around it. This minor displacement effect makes it easier to catch enemies off guard with it. A wide, circular guard protects the wielder’s hand while the blade is active. Distortion mirage daggers are the standard model; hallucination and illusion mirage daggers feature increased damage capabilities.";ar-mirage-dagger;
AR;44;ar-multistage-rifle;Weapon;Multistage Rifle;;The multistage rifle requires mini-rocket ammunition, which it detonates in multiple stages. The initial firing of the weapon is a subsonic round that’s boosted by one or more subsequent, stronger discharges some distance from the user. This results in two effects that aid in obfuscating the user’s position: the sound of the weapon firing is displaced, and the later stages can cause subtle changes in direction, creating an impact angle that suggests the mini-rocket had been fired from a different angle. Dual and dual-plus multistage rifles use a two-stage firing process, while triple and triple-plus multistage rifles employ a three-stage process for added range. The quad multistage rifle is the only weapon on the market with an unrivaled four-stage firing process for maximum damage.;ar-multistage-rifle;
AR;49;ar-muon-crystal;Weapon;Muon Crystal;;Theoretically kin to the electron crystal, a muon crystal turns its user’s solar weapon into a wispy glow in shimmering colors, closer to the auroras certain worlds experience than the unadulterated light of a star. This diffuse weapon slides easily through most matter, making it easier to tear through living creatures and inanimate objects alike. Muon crystals are available in least, minor, lesser, standard, and greater varieties.;ar-muon-crystal;
AR;55;ar-nanite-canisters;BattleWare;Nanite Canisters;;Nanite canisters contain microscopic mechanical devices programmed to perform specific tasks. In weapons, they are typically tasked to dismantle as much of the target as they can before they are deactivated, but nanotechnology also has a wide range of peaceful uses.;ar-nanite-canisters;
AR;37;ar-nanite-decoupler;Weapon;Nanite Decoupler;;While most disintegrator weapons produce a stream of energy that strikes a single target, a nanite decoupler programs nanites to replicate a disintegrator’s destructive energies over a set area. The integrated generators used to overcharge the nanites for the desired effect make a nanite decoupler a heavy, bulky weapon that requires a skilled user. The caustic nanite decoupler and the vitriolic nanite decoupler are both deadly, destructive weapons.;ar-nanite-decoupler;
AR;53;ar-nanite-rifle;Weapon;Nanite Rifle;;Nanite rifles can fire nanotech-infused darts at targets from extreme ranges. Although the darts deal little damage, the nanites eat into the target immediately and can cause grievous injuries. Nanites from tactical models target the site where they land, while an advanced rifle’s nanites can spread farther within the target. An elite rifle allows its nanites to move even farther from the point struck, dealing more damage.;ar-nanite-rifle;
AR;53;ar-nanite-thrower;Weapon;Nanite Thrower;;A nanite thrower has a cylindrical nanite canister above the stock, which serves as ammunition. Instead of firing a single projectile, the nanite thrower hurls a coherent cluster of nanites at the target. These microscopic machines burrow in and damage the target from within. Nanite throwers come in similar models to the nanite rifle—tactical, advanced, and elite. With throwers, however, this line extends to the paragon model.;ar-nanite-thrower;
AR;45;ar-neural-lash;Weapon;Neural Lash;;Similar to the living lash, a neural lash is a particularly flexible weapon that proves cumbersome to those without telepathic abilities. The neural lash has been bred to include bioelectric cells in addition to its neural fibers, delivering electricity damage and allowing the lash to deal nonlethal damage at its user’s direction. Barathu take credit for the development of the electroplax and amperometric neural lash, but later weapons manufacturers have improved upon those original models by developing the galvanic and voltaic neural lashes.;ar-neural-lash;
AR;70;ar-night-plate;Armor;Night Plate;;Based on designs reverse-engineered from ancient troves and alloys rediscovered through painstaking research, night plate is the heavy armor of choice for the drow of Apostae. It blends archaic armor sensibilities with cutting-edge technology, resulting in an appearance that resembles a metallic construct as much as armor. Night plate’s design incorporates flaring cauldrons and razor-sharp leg spurs, though these impressive adornments have little function beyond intimidation. Higher-grade models incorporate even more of these embellishments, cunningly designed to avoid interference with the armor’s primary functions.;ar-night-plate;
AR;42;ar-nova-lance;Weapon;Nova Lance;;This long weapon bears a plasma sheath at its striking tip. Although similar weapons are produced on many worlds, nova lances’ use in Eoxian racing broadcasts has made them especially popular throughout the Pact Worlds. They are typically manufactured by corporations that specialize in plasma pistols and plasma rifles and thus their models follow the same naming conventions: red star, yellow star, white star, and blue star.;ar-nova-lance;
AR;42;ar-nova-rifle;Weapon;Nova Rifle;;Much like traditional plasma rifles, nova rifles fire coherent gouts of plasma that can potentially travel some distance and burn multiple targets. However, nova rifles have a slimmer profile overall but a larger aperture, projecting plasma that’s both slightly cooler and more diffuse. The nova rifle’s intense visual display makes it a favorite of icons looking to make a statement or simply add pyrotechnics to their shows. Red star, yellow star, and white star nova rifles are all easily identified by the color of their plasma arcs.;ar-nova-rifle;
AR;64;ar-fusion-nullifying;WeaponFusion;NULLIFYING;;Damage from a weapon with the nullifying fusion temporarily reduces spell resistance. When you damage a creature with spell resistance using a weapon with this fusion, its spell resistance is reduced by 2 until the end of your next turn. Multiple hits from weapons with this fusion stack.;ar-fusion-nullifying;
AR;35;ar-numbing-beam;Weapon;Numbing Beam;;"Complex algorithms, controls, and safeguards
within a numbing beam ensure the weapon never lowers its target’s temperature to lethal levels. Tactical and advanced numbing beams see use in populated areas, while elite and paragon numbing beams are more often employed in military endeavors. Those models intended for use near civilians include prominent external computer interfaces, as though to advertise their safety features, while military models tend toward a sleek, traditional design.
";ar-numbing-beam;
AR;64;ar-fusion-obscuring;WeaponFusion;OBSCURING;;"A weapon with the obscuring fusion emits mist, smoke, or a similar obscuring vapor when wielded. After attacking with the weapon, as a move action you can cause the weapon to emit enough vapor to conceal you until the start of your next turn. This effect ends immediately if you move for any reason from where you made your attack. This concealment does not interfere with your attacks or benefit others, even if they move into the space you attacked from, and you can’t use
it to hide. Conditions such as strong wind or vacuum that quickly disperse vapors negate this concealment. Only projectile weapons or those that deal cold or fire damage can benefit from this fusion.";ar-fusion-obscuring;
AR;64;ar-fusion-opportunistic;WeaponFusion;OPPORTUNISTIC;;The opportunistic fusion guides your accuracy when making attacks of opportunity and leaves your foes vulnerable to your attack. You gain a +2 bonus to attacks of opportunity made with this weapon. If your attack of opportunity hits, you gain a +2 bonus to the damage roll for that attack of opportunity. This damage increases by 1 if the weapon is item level 5, and by an additional 1 for every 5 item levels thereafter. Only melee weapons can benefit from this fusion.;ar-fusion-opportunistic;
AR;50;ar-perforator-pistol;Weapon;Perforator Pistol;;Focused sound waves from a perforator pistol punch through objects and bodies. Drow employ perforators because the dark elves enjoy the weapon’s ability to inflict gruesome wounds, which are as effective against morale as against life and limb. Diffraction and refraction perforator pistols align and compound sound waves, while linear and phased perforator pistols are named for the internal matrices that focus wavelengths the pistols emitters generate.;ar-perforator-pistol;
